customer_id,total_spent
C173604L,60320
C225180L,59856
C565819L,59450
C349194L,59450
C346638L,59450
C974989L,59450
C182031L,59160
C888130L,59160
C363544L,59160
C822217L,58568.3984375
C553551L,58058
C655655L,58058
C344377L,58000
C508430L,58000
C262890L,58000
C887442L,58000
C937356L,58000
C150235L,58000
C268664L,58000
C302804L,58000
C763658L,58000
C860324L,58000
C402221L,58000
C570200L,58000
C437043L,58000
C575975L,58000
C316366L,58000
C678763L,58000
C678332L,58000
C280189L,58000
C437231L,58000
C658568L,58000
C817633L,58000
C187290L,58000
C341700L,58000
C867922L,58000
C518179L,58000
C287024L,58000
C489717L,58000
C219951L,57942
C434388L,57942
C766635L,57942
C652874L,57942
C469899L,57942
C864263L,57942
C776994L,57942
C449792L,57942
C724582L,57942
C331662L,57942
C835403L,57942
C520362L,57942
C289646L,57942
C594854L,57942
C634136L,57942
C889581L,57942
C672573L,57942
C597836L,57942
C293341L,57942
C264899L,57942
C112901L,57942
C652456L,57942
C694063L,57942
C126878L,57942
C955247L,57942
C383917L,57942
C209849L,57942
C870086L,57942
C486123L,57884
C454055L,57768
C820319L,57710
C633382L,57710
C573259L,57710
C865561L,57710
C697826L,57710
C338436L,57710
C543214L,57710
C246788L,57710
C464538L,57710
C626607L,57710
C278206L,57710
C913601L,57710
C393928L,57710
C354470L,57710
C206078L,57631.69921875
C654035L,57420
C164245L,57420
C507403L,57420
C321799L,57420
C571966L,57420
C862888L,57420
C864902L,57420
C682748L,57420
C903849L,57420
C699194L,57072
C858876L,56840
C844769L,56840
C465936L,56840
C980464L,56840
C688551L,56840
C852575L,56840
C870613L,56637
C931355L,56550
C921228L,56550
C367827L,56550
C325626L,56028
C919212L,55680
C738132L,55680
C739066L,55680
C604713L,55680
C302826L,55216
C270876L,55100
C198982L,55100
C279591L,55100
C423535L,55100
C637916L,55100
C164603L,55042
C639248L,55042
C745528L,54984
C821190L,54810
C343034L,54810
C247150L,54404
C807422L,54404
C641017L,54404
C745967L,54288
C419203L,54230
C652012L,53940
C749562L,53940
C642541L,53940
C599976L,53940
C653582L,53940
C559662L,53650
C953757L,53650
C770531L,53360
C154215L,53360
C908694L,53360
C432478L,53360
C734229L,53360
C934101L,53360
C240510L,53360
C507015L,53012
C231527L,52780
C996869L,52780
C699636L,52200
C761925L,52200
C165068L,52200
C643906L,52200
C952783L,52200
C925474L,52142
C508926L,52142
C711255L,52142
C122312L,52142
C882803L,52084
C399834L,51910
C807888L,51910
C323618L,51910
C772440L,51910
C596264L,51910
C932834L,51910
C700155L,51910
C335422L,51910
C411792L,51910
C606496L,51765
C733350L,51620
C149142L,51620
C438548L,51562
C376735L,51562
C791660L,51098
C496729L,50750
C691411L,50750
C794471L,50750
C291014L,50692
C567506L,50692
C614043L,50460
C380315L,50460
C898579L,50460
C555980L,50460
C398810L,50170
C417461L,50170
C236544L,50112
C623835L,49938
C498022L,49938
C463842L,49880
C997231L,49880
C614339L,49880
C840840L,49880
C211296L,49493.140625
C361493L,49300
C979209L,49300
C986196L,49300
C415068L,49300
C810023L,49300
C315409L,49300
C990599L,49242
C117684L,49126
C115023L,49010
C462939L,48894
C184584L,48720
C913774L,48720
C418738L,47850
C380601L,47560
C220081L,47560
C911330L,47154
C491259L,46980
C371890L,46874.44140625
C307127L,46400
C931442L,46400
C358518L,46400
C736562L,46400
C423334L,46400
C808661L,46400
C450367L,46400
C939411L,46400
C745817L,46400
C606851L,46400
C464201L,46400
C318744L,46400
C331122L,46400
C352292L,46400
C242911L,46400
C303491L,46400
C896860L,46400
C822607L,46342
C287218L,46342
C190534L,46342
C358631L,46342
C241117L,46342
C469091L,46342
C757189L,46342
C886127L,46342
C280001L,46342
C286894L,46342
C713301L,46342
C430127L,46342
C960523L,46284
C908803L,46235.28125
C142496L,46110
C269536L,46110
C560166L,46110
C880315L,46110
C794673L,46110
C970117L,46110
C934459L,46110
C799927L,46110
C203867L,46110
C709206L,46110
C466135L,46110
C836769L,46110
C218142L,45936
C879647L,45820
C894919L,45820
C361277L,45240
C421319L,45240
C914122L,45240
C602095L,45240
C707264L,45066
C762827L,45051.5
C491827L,45008
C148215L,45008
C396025L,44950
C424077L,44950
C170618L,44660
C738762L,44544
C640198L,44320.69921875
C571902L,44080
C981765L,44080
C682102L,44080
C417156L,44080
C992994L,43790
C939631L,43500
C531871L,43500
C120003L,43500
C295721L,43500
C915506L,43500
C615304L,43500
C756072L,43500
C878472L,43500
C711147L,43500
C172703L,43500
C826629L,43500
C692439L,43500
C327217L,43500
C584050L,43500
C942567L,43500
C438206L,43500
C562870L,43500
C873482L,43500
C275711L,43500
C743645L,43500
C311438L,43210
C194983L,42920
C364214L,42630
C233836L,42340
C639870L,42340
C272818L,42282
C635505L,42050
C820598L,41876
C317606L,41760
C293590L,41470
C169476L,41470
C718522L,41470
C427029L,40600
C221844L,40600
C510709L,40600
C442089L,40600
C430862L,40600
C898194L,40600
C411467L,40600
C519036L,40600
C615419L,40542
C694728L,40310
C685666L,40310
C416727L,40310
C660912L,40310
C763154L,40310
C775652L,40310
C667680L,40310
C544247L,40310
C590925L,40310
C917797L,40310
C765912L,40020
C790491L,40020
C757057L,40020
C433008L,40020
C904287L,39904
C686567L,39904
C732517L,39904
C817349L,39788
C600944L,39730
C346363L,39440
C513353L,39440
C558872L,39150
C463544L,39150
C164230L,39150
C306772L,39094.8984375
C591135L,38918
C504512L,38860
C413190L,38860
C230896L,38860
C661990L,38280
C506612L,37990
C148479L,37700
C555864L,37700
C276338L,37700
C614531L,37700
C610917L,37410
C450972L,37410
C134158L,37352
C492817L,37120
C969725L,37120
C364511L,37120
C794549L,37120
C252501L,36482
C817637L,36250
C119857L,36250
C911481L,36250
C292185L,35960
C873660L,35380
C234358L,35249.5
C959097L,34800
C506034L,34800
C549342L,34800
C690478L,34800
C254812L,34800
C990203L,34800
C169465L,34800
C951902L,34800
C160222L,34800
C115187L,34800
C762891L,34800
C368853L,34742
C581735L,34742
C631900L,34510
C623394L,34510
C362236L,34510
C685409L,34510
C133603L,34510
C594441L,34510
C375799L,34510
C986233L,34510
C536377L,34510
C611777L,34220
C620104L,34220
C532671L,33640
C665132L,33640
C405083L,33640
C194988L,33640
C475094L,33466
C975490L,33350
C648114L,33350
C782148L,33350
C774952L,33060
C266463L,33060
C164534L,33060
C485098L,33060
C349727L,32712
C744990L,32625
C335101L,32480
C364237L,32401.119140625
C811942L,32364
C433401L,32074
C272030L,32016
C864285L,31900
C755090L,31900
C699058L,31900
C741829L,31900
C247716L,31900
C845220L,31900
C175290L,31900
C308797L,31900
C282791L,31900
C588309L,31900
C973598L,31900
C516304L,31900
C514513L,31900
C645817L,31900
C720119L,31900
C317768L,31900
C485631L,31900
C285749L,31900
C607251L,31900
C819107L,31320
C780560L,31262
C486028L,30160
C557641L,30044
C355658L,29580
C422905L,29580
C165178L,29580
C268365L,29000
C120370L,29000
C171667L,29000
C457649L,29000
C752594L,29000
C367985L,29000
C267349L,29000
C254170L,29000
C274332L,29000
C128626L,29000
C417848L,29000
C875920L,29000
C856161L,29000
C871045L,29000
C264694L,28884
C618204L,28710
C745738L,28710
C211322L,28710
C825085L,28710
C858616L,28710
C860675L,28710
C143115L,28710
C954501L,28710
C765490L,28710
C855070L,28710
C634745L,28710
C645832L,28710
C374285L,28710
C936402L,28710
C565719L,28710
C961921L,28420
C831829L,28420
C809308L,28420
C562634L,28420
C538976L,28420
C759934L,28321.400390625
C188448L,28130
C274718L,27840
C597660L,27550
C412333L,27260
C821745L,27260
C544070L,27260
C376366L,27260
C932170L,27260
C534529L,27144
C410896L,26100
C830599L,26100
C537394L,26100
C618173L,26100
C985193L,26100
C572270L,26100
C533321L,26042
C455163L,25868
C264821L,25868
C757984L,25810
C848031L,24360
C978166L,24360
C559905L,23200
C474489L,23200
C303867L,23200
C190902L,23200
C548018L,23200
C607524L,23200
C818315L,23200
C991374L,23200
C941362L,23142
C120606L,23142
C225547L,22910
C361840L,22910
C640730L,22910
C445586L,22910
C467146L,22910
C536359L,22910
C389258L,22910
C265794L,22620
C617369L,22620
C915725L,22620
C740457L,22620
C477890L,21252.939453125
C247324L,20880
C877981L,20880
C649308L,20590
C670300L,20416
C796307L,20300
C328276L,20242
C617436L,20242
C941719L,20242
C883450L,20242
C551297L,20010
C661506L,19778
C281813L,19662
C778477L,19140
C193256L,19140
C297159L,19140
C955201L,19140
C284309L,17980
C412410L,17922
C995184L,17400
C487680L,17400
C503615L,17400
C795919L,17400
C803189L,17400
C859598L,17400
C135807L,17400
C956989L,17400
C721956L,17400
C869608L,17400
C663429L,17400
C176792L,17400
C653993L,17400
C931525L,17342
C575152L,17342
C455011L,17110
C815290L,17110
C695771L,17110
C370725L,17110
C738655L,17052
C462580L,16820
C830695L,16298
C138865L,16240
C188576L,15660
C765319L,15370
C130061L,15080
C519112L,14500
C857818L,14500
C761708L,14500
C576032L,14442
C809770L,14442
C761571L,14442
C629286L,14442
C207960L,14442
C779296L,13630
C856436L,13282
C856545L,12818
C696066L,12760
C760428L,12470
C990535L,11600
C654478L,11600
C201138L,11600
C589973L,11600
C704506L,11600
C588150L,11600
C112551L,11542
C387425L,11542
C607268L,11542
C725478L,11310
C784378L,11194
C299530L,11020
C290087L,11020
C424876L,11020
C379974L,10962
C954880L,10382
C784312L,9744
C900524L,9570
C560607L,9526.5
C761017L,9454
C928110L,9425
C304970L,9280
C129183L,9280
C525578L,8816
C674696L,8809.6201171875
C462603L,8700
C830894L,8700
C743457L,8700
C221220L,8700
C196161L,8700
C521190L,8700
C724390L,8700
C117258L,8700
C539168L,8410
C441685L,8120
C631413L,7830
C550021L,7540
C886734L,7540
C353507L,7366
C818621L,7250
C566454L,7250
C431185L,6960
C156505L,6960
C471143L,6380
C711225L,5800
C715596L,5800
C301447L,5800
C253008L,5742
C922780L,4640
C868361L,4640
C164454L,3729.39990234375
C500105L,3200.43994140625
C394264L,2900
C279618L,2900
C323695L,2088
C224765L,1392
C663962L,1276
C546754L,1190.1600341796875
C134413L,1116.5
C355357L,638
C794109L,580
C653797L,348
C394076L,116
C836000L,58
C143396L,0
C620483L,0
C927548L,0
C832050L,0
C368658L,0
C295679L,0
C248585L,0
C186133L,0
C471304L,0
C357056L,0
C987822L,0
C900615L,0
C630762L,0
C763228L,0
C955805L,0
C714630L,0
C439980L,0
C678199L,0
C265450L,0
C647975L,0
C300950L,0
C262851L,0
C130292L,0
C533080L,0
C781599L,0
